order_id,date,product,category,unit_price,quantity,customer_email,city,revenue
1053,2025-12-12,Monitor,Office,609.6609842190227,5,user@gmail.com,Madrid,3048.3049210951135
1054,2025-02-22,Keyboard,Electronics,619.5239991425716,2,user@gmail.com,Bilbao,1239.0479982851432
1055,2025-12-06,Monitor,Office,609.6609842190227,4,user@gmail.com,Sevilla,2438.6439368760907
1056,2025-04-02,Smartphone,Electronics,622.3495793134639,1,user@gmail.com,Valencia,622.3495793134639
1057,2025-09-21,Monitor,Electronics,609.6609842190227,4,user@gmail.com,Valencia,2438.6439368760907
1058,2025-02-04,Headphones,Electronics,599.5122404156701,1,client@yahoo.com,Madrid,599.5122404156701
1059,2025-07-25,Keyboard,Accessories,619.5239991425716,3,client@yahoo.com,Bilbao,1858.571997427715
1060,2025-03-22,Headphones,Office,599.5122404156701,5,admin@outlook.com,Madrid,2997.5612020783506
1061,2025-02-19,Headphones,Office,599.5122404156701,3,user@gmail.com,Valencia,1798.5367212470105
1062,2025-12-26,Smartphone,Electronics,622.3495793134639,1,user@gmail.com,Bilbao,622.3495793134639
1063,2025-01-02,Laptop,Electronics,602.8419738876506,4,user@gmail.com,Barcelona,2411.3678955506025
1064,2025-02-23,Headphones,Electronics,599.5122404156701,1,user@gmail.com,Valencia,599.5122404156701
1065,2025-04-16,Monitor,Office,609.6609842190227,3,user@gmail.com,Barcelona,1828.982952657068
1066,2025-09-17,Laptop,Accessories,602.8419738876506,3,user@gmail.com,Sevilla,1808.525921662952
1067,2025-11-06,Monitor,Accessories,609.6609842190227,4,user@gmail.com,Barcelona,2438.6439368760907
1068,2025-07-10,Monitor,Electronics,609.6609842190227,4,user@gmail.com,Bilbao,2438.6439368760907
1069,2025-08-06,Laptop,Electronics,602.8419738876506,3,user@gmail.com,Barcelona,1808.525921662952
1070,2025-02-13,Laptop,Accessories,602.8419738876506,1,user@gmail.com,Sevilla,602.8419738876506
1071,2025-06-11,Monitor,Electronics,609.6609842190227,1,user@gmail.com,Valencia,609.6609842190227
1072,2025-07-21,Smartphone,Electronics,622.3495793134639,5,user@gmail.com,Sevilla,3111.7478965673195
1073,2025-09-27,Keyboard,Electronics,619.5239991425716,3,client@yahoo.com,Bilbao,1858.571997427715
1074,2025-12-17,Keyboard,Electronics,619.5239991425716,5,user@gmail.com,Barcelona,3097.619995712858
1075,2025-10-31,Smartphone,Office,622.3495793134639,3,user@gmail.com,Barcelona,1867.0487379403917
1076,2025-09-28,Laptop,Office,602.8419738876506,5,client@yahoo.com,Bilbao,3014.209869438253
1077,2025-08-03,Monitor,Electronics,609.6609842190227,2,user@gmail.com,Madrid,1219.3219684380454
1078,2025-09-09,Keyboard,Electronics,619.5239991425716,1,admin@outlook.com,Bilbao,619.5239991425716
1079,2025-07-09,Monitor,Accessories,609.6609842190227,1,client@yahoo.com,Bilbao,609.6609842190227
1080,2025-10-23,Smartphone,Electronics,622.3495793134639,2,user@gmail.com,Sevilla,1244.6991586269278
1081,2025-08-01,Monitor,Office,609.6609842190227,4,user@gmail.com,Sevilla,2438.6439368760907
1082,2025-07-27,Smartphone,Office,622.3495793134639,2,client@yahoo.com,Bilbao,1244.6991586269278
1083,2025-08-25,Laptop,Office,602.8419738876506,1,user@gmail.com,Valencia,602.8419738876506
1084,2025-12-04,Smartphone,Accessories,622.3495793134639,3,client@yahoo.com,Barcelona,1867.0487379403917
1085,2025-02-22,Smartphone,Electronics,622.3495793134639,5,admin@outlook.com,Bilbao,3111.7478965673195
1086,2025-10-07,Keyboard,Accessories,619.5239991425716,1,user@gmail.com,Madrid,619.5239991425716
1087,2025-08-05,Monitor,Electronics,609.6609842190227,2,user@gmail.com,Barcelona,1219.3219684380454
1088,2025-09-09,Keyboard,Electronics,619.5239991425716,3,client@yahoo.com,Valencia,1858.571997427715
1089,2025-07-07,Headphones,Electronics,599.5122404156701,1,client@yahoo.com,Bilbao,599.5122404156701
1090,2025-02-10,Smartphone,Accessories,622.3495793134639,2,client@yahoo.com,Valencia,1244.6991586269278
1091,2025-06-06,Headphones,Electronics,599.5122404156701,1,user@gmail.com,Barcelona,599.5122404156701
1092,2025-01-15,Keyboard,Electronics,619.5239991425716,2,user@gmail.com,Madrid,1239.0479982851432
1093,2025-10-28,Monitor,Accessories,609.6609842190227,2,client@yahoo.com,Barcelona,1219.3219684380454
1094,2025-03-06,Keyboard,Electronics,619.5239991425716,1,user@gmail.com,Barcelona,619.5239991425716
1095,2025-12-11,Monitor,Electronics,609.6609842190227,3,user@gmail.com,Bilbao,1828.982952657068
1096,2025-11-23,Monitor,Accessories,609.6609842190227,1,admin@outlook.com,Barcelona,609.6609842190227
1097,2025-01-09,Laptop,Electronics,602.8419738876506,1,user@gmail.com,Bilbao,602.8419738876506
1098,2025-12-10,Smartphone,Electronics,622.3495793134639,3,admin@outlook.com,Bilbao,1867.0487379403917
1099,2025-05-09,Keyboard,Electronics,619.5239991425716,1,client@yahoo.com,Valencia,619.5239991425716
1100,2025-05-16,Monitor,Office,609.6609842190227,5,user@gmail.com,Madrid,3048.3049210951135
1101,2025-03-04,Keyboard,Electronics,619.5239991425716,5,client@yahoo.com,Bilbao,3097.619995712858
1102,2025-05-19,Keyboard,Office,619.5239991425716,5,user@gmail.com,Sevilla,3097.619995712858
1103,2025-03-22,Monitor,Electronics,609.6609842190227,2,user@gmail.com,Valencia,1219.3219684380454
1104,2025-06-12,Headphones,Electronics,599.5122404156701,4,user@gmail.com,Bilbao,2398.0489616626805
1105,2025-10-16,Smartphone,Electronics,622.3495793134639,1,client@yahoo.com,Bilbao,622.3495793134639
1106,2025-09-18,Smartphone,Electronics,622.3495793134639,4,user@gmail.com,Valencia,2489.3983172538556
1107,2025-08-19,Laptop,Office,602.8419738876506,5,user@gmail.com,Barcelona,3014.209869438253
1108,2025-02-10,Laptop,Accessories,602.8419738876506,3,client@yahoo.com,Bilbao,1808.525921662952
1109,2025-01-28,Laptop,Accessories,602.8419738876506,5,user@gmail.com,Madrid,3014.209869438253
1110,2025-05-15,Smartphone,Electronics,622.3495793134639,1,client@yahoo.com,Bilbao,622.3495793134639
1111,2025-07-20,Headphones,Accessories,599.5122404156701,4,client@yahoo.com,Valencia,2398.0489616626805
1112,2025-11-24,Smartphone,Electronics,622.3495793134639,4,admin@outlook.com,Sevilla,2489.3983172538556
1113,2025-09-25,Smartphone,Electronics,622.3495793134639,2,admin@outlook.com,Valencia,1244.6991586269278
1114,2025-02-02,Smartphone,Electronics,622.3495793134639,3,user@gmail.com,Valencia,1867.0487379403917
1115,2025-02-17,Smartphone,Electronics,622.3495793134639,5,user@gmail.com,Madrid,3111.7478965673195
1116,2025-03-03,Headphones,Accessories,599.5122404156701,3,user@gmail.com,Barcelona,1798.5367212470105
1117,2025-08-04,Laptop,Accessories,602.8419738876506,1,client@yahoo.com,Madrid,602.8419738876506
1118,2025-10-20,Keyboard,Accessories,619.5239991425716,2,user@gmail.com,Madrid,1239.0479982851432
1119,2025-04-09,Laptop,Accessories,602.8419738876506,5,client@yahoo.com,Bilbao,3014.209869438253
1120,2025-06-21,Laptop,Electronics,602.8419738876506,1,user@gmail.com,Sevilla,602.8419738876506
1121,2025-12-26,Keyboard,Electronics,619.5239991425716,3,user@gmail.com,Valencia,1858.571997427715
1122,2025-08-02,Smartphone,Electronics,622.3495793134639,2,client@yahoo.com,Madrid,1244.6991586269278
1123,2025-02-04,Headphones,Electronics,599.5122404156701,5,client@yahoo.com,Madrid,2997.5612020783506
1124,2025-08-15,Headphones,Electronics,599.5122404156701,3,user@gmail.com,Barcelona,1798.5367212470105
1125,2025-04-11,Laptop,Office,602.8419738876506,5,client@yahoo.com,Barcelona,3014.209869438253
1126,2025-05-11,Keyboard,Electronics,619.5239991425716,2,user@gmail.com,Sevilla,1239.0479982851432
1127,2025-09-14,Monitor,Office,609.6609842190227,2,user@gmail.com,Valencia,1219.3219684380454
1128,2025-01-05,Smartphone,Accessories,622.3495793134639,3,admin@outlook.com,Madrid,1867.0487379403917
1129,2025-08-06,Laptop,Office,602.8419738876506,5,client@yahoo.com,Bilbao,3014.209869438253
1130,2025-09-12,Headphones,Electronics,599.5122404156701,4,client@yahoo.com,Barcelona,2398.0489616626805
1131,2025-12-25,Keyboard,Office,619.5239991425716,1,user@gmail.com,Madrid,619.5239991425716
1132,2025-10-10,Keyboard,Accessories,619.5239991425716,2,client@yahoo.com,Bilbao,1239.0479982851432
1133,2025-07-26,Laptop,Electronics,602.8419738876506,5,user@gmail.com,Madrid,3014.209869438253
1134,2025-01-15,Monitor,Office,609.6609842190227,3,admin@outlook.com,Sevilla,1828.982952657068
1135,2025-12-12,Headphones,Electronics,599.5122404156701,3,admin@outlook.com,Sevilla,1798.5367212470105
1136,2025-02-11,Laptop,Electronics,602.8419738876506,2,client@yahoo.com,Bilbao,1205.6839477753012
1137,2025-06-28,Monitor,Electronics,609.6609842190227,2,user@gmail.com,Barcelona,1219.3219684380454
1138,2025-03-04,Keyboard,Electronics,619.5239991425716,4,admin@outlook.com,Sevilla,2478.0959965702864
1139,2025-12-18,Smartphone,Accessories,622.3495793134639,3,admin@outlook.com,Barcelona,1867.0487379403917
1140,2025-08-19,Headphones,Electronics,599.5122404156701,5,user@gmail.com,Bilbao,2997.5612020783506
1141,2025-08-29,Headphones,Accessories,599.5122404156701,1,admin@outlook.com,Bilbao,599.5122404156701
1142,2025-02-21,Monitor,Electronics,609.6609842190227,1,user@gmail.com,Madrid,609.6609842190227
1143,2025-04-06,Laptop,Accessories,602.8419738876506,4,user@gmail.com,Bilbao,2411.3678955506025
1144,2025-08-10,Keyboard,Electronics,619.5239991425716,5,admin@outlook.com,Madrid,3097.619995712858
1145,2025-08-19,Monitor,Electronics,609.6609842190227,1,user@gmail.com,Barcelona,609.6609842190227
1146,2025-08-25,Smartphone,Accessories,622.3495793134639,1,client@yahoo.com,Madrid,622.3495793134639
1147,2025-05-23,Smartphone,Electronics,622.3495793134639,5,admin@outlook.com,Barcelona,3111.7478965673195
1148,2025-06-20,Smartphone,Accessories,622.3495793134639,5,admin@outlook.com,Sevilla,3111.7478965673195
1149,2025-01-29,Monitor,Accessories,609.6609842190227,2,user@gmail.com,Barcelona,1219.3219684380454
1150,2025-02-05,Keyboard,Office,619.5239991425716,1,user@gmail.com,Valencia,619.5239991425716
1151,2025-01-13,Headphones,Electronics,599.5122404156701,1,admin@outlook.com,Madrid,599.5122404156701
1152,2025-06-09,Laptop,Electronics,602.8419738876506,4,user@gmail.com,Sevilla,2411.3678955506025
1153,2025-11-23,Headphones,Electronics,599.5122404156701,2,admin@outlook.com,Barcelona,1199.0244808313403
1154,2025-07-06,Keyboard,Electronics,619.5239991425716,2,user@gmail.com,Bilbao,1239.0479982851432
1155,2025-08-31,Headphones,Office,599.5122404156701,1,user@gmail.com,Madrid,599.5122404156701
1156,2025-03-27,Monitor,Office,609.6609842190227,3,admin@outlook.com,Barcelona,1828.982952657068
1157,2025-10-11,Smartphone,Accessories,622.3495793134639,3,user@gmail.com,Sevilla,1867.0487379403917
1158,2025-03-07,Keyboard,Electronics,619.5239991425716,5,admin@outlook.com,Bilbao,3097.619995712858
1159,2025-06-19,Keyboard,Electronics,619.5239991425716,2,admin@outlook.com,Madrid,1239.0479982851432
1160,2025-02-14,Headphones,Electronics,599.5122404156701,1,user@gmail.com,Sevilla,599.5122404156701
1161,2025-03-03,Monitor,Electronics,609.6609842190227,1,user@gmail.com,Bilbao,609.6609842190227
1162,2025-05-14,Headphones,Office,599.5122404156701,1,user@gmail.com,Valencia,599.5122404156701
1163,2025-10-11,Headphones,Accessories,599.5122404156701,4,admin@outlook.com,Bilbao,2398.0489616626805
1164,2025-01-28,Keyboard,Electronics,619.5239991425716,3,client@yahoo.com,Madrid,1858.571997427715
1165,2025-04-18,Headphones,Electronics,599.5122404156701,4,user@gmail.com,Valencia,2398.0489616626805
1166,2025-02-13,Smartphone,Electronics,622.3495793134639,1,admin@outlook.com,Barcelona,622.3495793134639
1167,2025-12-06,Headphones,Electronics,599.5122404156701,1,client@yahoo.com,Valencia,599.5122404156701
1168,2025-10-13,Smartphone,Accessories,622.3495793134639,2,user@gmail.com,Valencia,1244.6991586269278
1169,2025-11-27,Keyboard,Electronics,619.5239991425716,2,client@yahoo.com,Valencia,1239.0479982851432
1170,2025-05-08,Monitor,Electronics,609.6609842190227,3,user@gmail.com,Bilbao,1828.982952657068
1171,2025-12-14,Smartphone,Accessories,622.3495793134639,5,user@gmail.com,Valencia,3111.7478965673195
1172,2025-08-19,Monitor,Electronics,609.6609842190227,1,user@gmail.com,Valencia,609.6609842190227
1173,2025-07-09,Monitor,Office,609.6609842190227,2,user@gmail.com,Barcelona,1219.3219684380454
1174,2025-08-13,Smartphone,Accessories,622.3495793134639,3,user@gmail.com,Valencia,1867.0487379403917
1175,2025-10-10,Keyboard,Accessories,619.5239991425716,4,user@gmail.com,Bilbao,2478.0959965702864
1176,2025-05-01,Laptop,Electronics,602.8419738876506,1,admin@outlook.com,Sevilla,602.8419738876506
1177,2025-04-26,Monitor,Electronics,609.6609842190227,5,admin@outlook.com,Sevilla,3048.3049210951135
1178,2025-08-21,Monitor,Accessories,609.6609842190227,3,user@gmail.com,Bilbao,1828.982952657068
1179,2025-09-16,Keyboard,Electronics,619.5239991425716,5,user@gmail.com,Bilbao,3097.619995712858
1180,2025-12-25,Keyboard,Office,619.5239991425716,1,admin@outlook.com,Valencia,619.5239991425716
1181,2025-07-17,Headphones,Office,599.5122404156701,3,user@gmail.com,Bilbao,1798.5367212470105
1182,2025-05-17,Keyboard,Electronics,619.5239991425716,2,user@gmail.com,Valencia,1239.0479982851432
1183,2025-11-14,Monitor,Accessories,609.6609842190227,5,client@yahoo.com,Madrid,3048.3049210951135
1184,2025-06-14,Smartphone,Electronics,622.3495793134639,4,user@gmail.com,Barcelona,2489.3983172538556
1185,2025-08-13,Laptop,Electronics,602.8419738876506,4,client@yahoo.com,Barcelona,2411.3678955506025
1186,2025-11-03,Headphones,Electronics,599.5122404156701,5,admin@outlook.com,Barcelona,2997.5612020783506
1187,2025-08-22,Smartphone,Office,622.3495793134639,1,user@gmail.com,Madrid,622.3495793134639
1188,2025-06-21,Laptop,Electronics,602.8419738876506,1,client@yahoo.com,Barcelona,602.8419738876506
1189,2025-06-01,Laptop,Accessories,602.8419738876506,1,client@yahoo.com,Valencia,602.8419738876506
1190,2025-11-11,Laptop,Electronics,602.8419738876506,4,admin@outlook.com,Sevilla,2411.3678955506025
1191,2025-06-09,Smartphone,Office,622.3495793134639,4,client@yahoo.com,Barcelona,2489.3983172538556
1192,2025-04-06,Headphones,Electronics,599.5122404156701,2,user@gmail.com,Barcelona,1199.0244808313403
1193,2025-08-21,Headphones,Accessories,599.5122404156701,1,user@gmail.com,Valencia,599.5122404156701
1194,2025-06-29,Laptop,Electronics,602.8419738876506,4,client@yahoo.com,Valencia,2411.3678955506025
1195,2025-04-23,Smartphone,Accessories,622.3495793134639,4,user@gmail.com,Barcelona,2489.3983172538556
1196,2025-11-14,Laptop,Electronics,602.8419738876506,1,user@gmail.com,Bilbao,602.8419738876506
1197,2025-02-21,Keyboard,Electronics,619.5239991425716,1,user@gmail.com,Madrid,619.5239991425716
1198,2025-09-25,Headphones,Accessories,599.5122404156701,4,client@yahoo.com,Sevilla,2398.0489616626805
1199,2025-10-22,Monitor,Electronics,609.6609842190227,5,admin@outlook.com,Sevilla,3048.3049210951135
1200,2025-04-23,Laptop,Accessories,602.8419738876506,4,admin@outlook.com,Madrid,2411.3678955506025
1201,2025-04-11,Keyboard,Electronics,619.5239991425716,2,user@gmail.com,Barcelona,1239.0479982851432
1202,2025-04-23,Headphones,Electronics,599.5122404156701,3,client@yahoo.com,Barcelona,1798.5367212470105
1203,2025-03-22,Smartphone,Office,622.3495793134639,1,user@gmail.com,Barcelona,622.3495793134639
1204,2025-07-06,Headphones,Electronics,599.5122404156701,2,user@gmail.com,Barcelona,1199.0244808313403
1205,2025-04-23,Smartphone,Electronics,622.3495793134639,5,client@yahoo.com,Barcelona,3111.7478965673195
1206,2025-01-02,Smartphone,Accessories,622.3495793134639,3,admin@outlook.com,Sevilla,1867.0487379403917
1207,2025-05-10,Laptop,Accessories,602.8419738876506,4,user@gmail.com,Barcelona,2411.3678955506025
1208,2025-08-08,Laptop,Accessories,602.8419738876506,1,user@gmail.com,Valencia,602.8419738876506
1209,2025-02-23,Headphones,Electronics,599.5122404156701,4,user@gmail.com,Bilbao,2398.0489616626805
1210,2025-12-09,Keyboard,Electronics,619.5239991425716,2,user@gmail.com,Barcelona,1239.0479982851432
1211,2025-08-12,Headphones,Office,599.5122404156701,1,admin@outlook.com,Valencia,599.5122404156701
1212,2025-08-13,Monitor,Electronics,609.6609842190227,4,user@gmail.com,Sevilla,2438.6439368760907
1213,2025-05-06,Smartphone,Electronics,622.3495793134639,1,client@yahoo.com,Valencia,622.3495793134639
1214,2025-05-10,Smartphone,Accessories,622.3495793134639,2,user@gmail.com,Madrid,1244.6991586269278
1215,2025-02-22,Laptop,Electronics,602.8419738876506,4,client@yahoo.com,Madrid,2411.3678955506025
1216,2025-06-21,Keyboard,Electronics,619.5239991425716,3,admin@outlook.com,Valencia,1858.571997427715
1217,2025-08-06,Laptop,Electronics,602.8419738876506,5,user@gmail.com,Barcelona,3014.209869438253
1218,2025-06-09,Monitor,Accessories,609.6609842190227,4,client@yahoo.com,Barcelona,2438.6439368760907
1219,2025-07-17,Headphones,Electronics,599.5122404156701,1,user@gmail.com,Barcelona,599.5122404156701
1220,2025-09-04,Headphones,Electronics,599.5122404156701,4,user@gmail.com,Valencia,2398.0489616626805
1221,2025-11-20,Keyboard,Accessories,619.5239991425716,1,user@gmail.com,Madrid,619.5239991425716
1222,2025-07-22,Laptop,Electronics,602.8419738876506,2,admin@outlook.com,Madrid,1205.6839477753012
1223,2025-07-03,Laptop,Office,602.8419738876506,5,user@gmail.com,Sevilla,3014.209869438253
1224,2025-05-03,Monitor,Electronics,609.6609842190227,1,user@gmail.com,Madrid,609.6609842190227
1225,2025-09-12,Headphones,Accessories,599.5122404156701,4,user@gmail.com,Madrid,2398.0489616626805
1226,2025-10-21,Laptop,Electronics,602.8419738876506,2,admin@outlook.com,Bilbao,1205.6839477753012
1227,2025-10-07,Keyboard,Electronics,619.5239991425716,3,client@yahoo.com,Madrid,1858.571997427715
1228,2025-11-21,Headphones,Electronics,599.5122404156701,4,user@gmail.com,Valencia,2398.0489616626805
1229,2025-04-08,Monitor,Electronics,609.6609842190227,5,user@gmail.com,Barcelona,3048.3049210951135
1230,2025-07-17,Keyboard,Electronics,619.5239991425716,2,client@yahoo.com,Valencia,1239.0479982851432
1231,2025-08-28,Smartphone,Electronics,622.3495793134639,4,admin@outlook.com,Barcelona,2489.3983172538556
1232,2025-05-24,Monitor,Electronics,609.6609842190227,1,client@yahoo.com,Barcelona,609.6609842190227
1233,2025-04-07,Keyboard,Electronics,619.5239991425716,1,user@gmail.com,Sevilla,619.5239991425716
1234,2025-07-20,Laptop,Electronics,602.8419738876506,1,user@gmail.com,Madrid,602.8419738876506
1235,2025-05-04,Smartphone,Electronics,622.3495793134639,4,admin@outlook.com,Sevilla,2489.3983172538556
1236,2025-07-06,Monitor,Accessories,609.6609842190227,5,user@gmail.com,Barcelona,3048.3049210951135
1237,2025-11-22,Laptop,Accessories,602.8419738876506,1,admin@outlook.com,Bilbao,602.8419738876506
1238,2025-12-15,Smartphone,Electronics,622.3495793134639,4,client@yahoo.com,Bilbao,2489.3983172538556
1239,2025-09-16,Headphones,Accessories,599.5122404156701,4,admin@outlook.com,Sevilla,2398.0489616626805
1240,2025-05-28,Laptop,Electronics,602.8419738876506,5,client@yahoo.com,Sevilla,3014.209869438253
1241,2025-09-09,Keyboard,Accessories,619.5239991425716,2,user@gmail.com,Madrid,1239.0479982851432
1242,2025-12-12,Monitor,Electronics,609.6609842190227,2,user@gmail.com,Sevilla,1219.3219684380454
1243,2025-05-27,Smartphone,Accessories,622.3495793134639,4,client@yahoo.com,Sevilla,2489.3983172538556
1244,2025-05-28,Laptop,Electronics,602.8419738876506,2,user@gmail.com,Valencia,1205.6839477753012
1245,2025-12-18,Headphones,Accessories,599.5122404156701,3,client@yahoo.com,Sevilla,1798.5367212470105
1246,2025-07-18,Monitor,Accessories,609.6609842190227,5,client@yahoo.com,Sevilla,3048.3049210951135
1247,2025-11-04,Monitor,Accessories,609.6609842190227,4,admin@outlook.com,Valencia,2438.6439368760907
1248,2025-05-08,Laptop,Accessories,602.8419738876506,2,user@gmail.com,Barcelona,1205.6839477753012
1249,2025-02-08,Headphones,Accessories,599.5122404156701,2,admin@outlook.com,Barcelona,1199.0244808313403
1250,2025-12-04,Smartphone,Accessories,622.3495793134639,5,user@gmail.com,Valencia,3111.7478965673195
1251,2025-12-26,Laptop,Electronics,602.8419738876506,1,user@gmail.com,Madrid,602.8419738876506
1252,2025-05-09,Smartphone,Office,622.3495793134639,2,user@gmail.com,Sevilla,1244.6991586269278
1253,2025-09-24,Monitor,Electronics,609.6609842190227,5,client@yahoo.com,Madrid,3048.3049210951135
1254,2025-05-31,Smartphone,Office,622.3495793134639,1,admin@outlook.com,Bilbao,622.3495793134639
1255,2025-10-25,Headphones,Electronics,599.5122404156701,4,client@yahoo.com,Madrid,2398.0489616626805
1256,2025-04-09,Keyboard,Office,619.5239991425716,1,user@gmail.com,Sevilla,619.5239991425716
1257,2025-09-20,Headphones,Electronics,599.5122404156701,2,user@gmail.com,Barcelona,1199.0244808313403
1258,2025-09-09,Smartphone,Accessories,622.3495793134639,4,admin@outlook.com,Sevilla,2489.3983172538556
1259,2025-05-24,Laptop,Office,602.8419738876506,4,client@yahoo.com,Sevilla,2411.3678955506025
1260,2025-12-12,Monitor,Electronics,609.6609842190227,1,admin@outlook.com,Sevilla,609.6609842190227
1261,2025-04-22,Keyboard,Office,619.5239991425716,4,client@yahoo.com,Madrid,2478.0959965702864
1262,2025-03-01,Laptop,Accessories,602.8419738876506,1,user@gmail.com,Barcelona,602.8419738876506
1263,2025-01-02,Laptop,Electronics,602.8419738876506,1,user@gmail.com,Barcelona,602.8419738876506
